,from_model,statistical
0,0.603798941416473,0.5821672364712026
1,0.6509584847554408,0.6412353689185699
2,0.7118118049134764,0.6406974924017655
3,0.7108726484628392,0.6654677987300329
4,0.7123190720361539,0.670984688068513
5,0.7184924564992808,0.7041265988400539
6,0.7215527329966472,0.7153066079888617
7,0.7216601396889388,0.7181449519676061
8,0.7312586274465214,0.7300891007181938
9,0.7320496079129722,0.7405167298064683
10,0.7356864982394842,0.7435811134965494
11,0.7472965448767296,0.7480657356049885
12,0.7493715490754335,0.751151721687629
13,0.749671720012471,0.7559464440516335
14,0.7547112166510723,0.7644570373374947
15,0.7563911593498254,0.7660878666581007
16,0.7582120147867006,0.7672749606422853
17,0.7678694659793446,0.7715382266802028
18,0.7675534283083458,0.7734712156837923
19,0.7686033852894653,0.774435209841952
20,0.7705404238409596,0.7785212901450346
21,0.7750845498045539,0.7824689076144211
22,0.776720206878,0.7868887657787896
23,0.7796651937553033,0.7878148008295435
24,0.7790934148845989,0.7878405968820326
25,0.7830353543401974,0.788230794601137
26,0.7871704759654145,0.7893507467928373
27,0.788224554550451,0.7936255850263685
28,0.7908358644448858,0.7946001281847639
29,0.7948918109235243,0.7951778156484967
30,0.7971082106356346,0.7962550530359633
31,0.7979480811065935,0.7976775540131149
32,0.7995247531281748,0.7978277763880575
33,0.8015122597108519,0.7994629434806184
34,0.802894798423449,0.8011097548248058
35,0.8035724419877763,0.8001961998754238
36,0.8058829468522634,0.8007131008869777
37,0.8059373203193256,0.8028672442042538
38,0.8070495769288869,0.8032520377224179
39,0.8077724284354815,0.805850391945798
40,0.8089270395692133,0.807658724047694
41,0.8089535273594229,0.8087950185430384
42,0.8096896515835275,0.8082380399773098
43,0.8108649283816557,0.8079893026220232
44,0.8108118951564266,0.8080770524340938
45,0.8115749971516257,0.8088267520109609
46,0.8121461995742298,0.8095130278855904
47,0.8120851537204061,0.8098814646889078
48,0.8128445664477635,0.8091710788724825
49,0.8124941436475809,0.8105025586945942
50,0.8128258030620981,0.809423130804346
51,0.8138626170265304,0.8096542288477628
52,0.8138212136417249,0.8107534433190544
53,0.813846779114974,0.8109684728716751
54,0.8141731207957658,0.8105881468262885
55,0.8151548119106052,0.8106098933308731
56,0.8149512248527759,0.8116376282377252
57,0.8151451131713174,0.8106889243654266
58,0.8162956171123346,0.8119429872076654
59,0.8176028572918277,0.8101966809213635
60,0.8178290843487972,0.8123587504000189
61,0.8180855749310331,0.812141328587782
62,0.8180846958476801,0.8123280545386771
63,0.8183874463899664,0.8134240553118092
64,0.8194809828474697,0.8146409516627804
65,0.8196489742351045,0.8142950683913878
66,0.8208899661166689,0.8147526961270267
67,0.8208442249599087,0.8156896548692816
68,0.8209867229303071,0.8155018336669958
69,0.821441569303862,0.8156022221036662
70,0.8212442943527312,0.8169378811745049
71,0.8211705089958906,0.8166819238067617
72,0.8218270545597461,0.8165139180079245
73,0.8215090569652066,0.8179102050077143
74,0.8208118285766709,0.8174617572080728
75,0.8204817399832272,0.8179395318048177
76,0.8217873084632294,0.8179259852744604
77,0.8220392883390805,0.8184492272151178
78,0.8227355799994529,0.817557634938358
79,0.8227562600750518,0.8181346018419651
80,0.8226068735498548,0.8166150270047201
81,0.8223325563101166,0.8182603972286565
82,0.8229847064572073,0.8173318978622739
83,0.8229283730666038,0.8187231409411858
84,0.8231367590548683,0.8164769820958966
85,0.8232594272106156,0.8172630411366911
86,0.8233579566021625,0.8189119565164444
87,0.8229038019663278,0.8189803520835471
88,0.823343588633262,0.8193585885045699
89,0.8228636091225332,0.8183977936333671
90,0.8229494134222655,0.8188551331449558
91,0.8223055497166165,0.8173659803562052
92,0.8234929607472565,0.8175523604382401
93,0.8229518345042868,0.8185721115389027
94,0.8225888739579225,0.817545745696289
95,0.8222450370772859,0.8177290706033923
96,0.8229617638228147,0.8188607823363389
97,0.8228050708179462,0.8174277755925592
98,0.8223185774436839,0.819236640908948
99,0.8215994584385387,0.8196919052073756
100,0.8228973889812119,0.8181808185684079
101,0.8226987737882476,0.8178623165817803
102,0.823462841334015,0.819301303974601
103,0.8214771073292465,0.8211844302175131
104,0.8227063108471594,0.8208379560868178
105,0.8231702362782943,0.8199847264311341
106,0.8227838575278544,0.8210413413878122
107,0.8237570748556192,0.8221050322449215
108,0.8226889165257324,0.8215545387203216
109,0.8224021480070273,0.820704666874822
110,0.8220482232846353,0.822588297509822
111,0.8230394978491425,0.8203975353269733
112,0.8207553078404348,0.8220818878536937
113,0.8226729056797459,0.8206427707600505
114,0.8232710858734447,0.821126799818684
115,0.8232287169380714,0.8193637765374728
116,0.8233505780664785,0.8218149059160321
117,0.8228872146722412,0.8188209785950122
118,0.8232036414457076,0.8195587024625949
119,0.821562608993726,0.8227817823146935
120,0.8229232859121185,0.8214136980382116
121,0.8226899108987052,0.8219915440251717
122,0.8205820995974923,0.8238642365574682
123,0.8204897814342266,0.8213536609685637
124,0.8224188505907339,0.8212298110942106
125,0.8211791124837878,0.8226114419010497
126,0.8235339173847841,0.8214945737066861
